WKT
"POINT (531413.08130873 184212.138559207)"
"POINT (530963.743922546 184379.417630406)"
"POINT (530792.470687881 184305.575936373)"
"POINT (530691.773883249 183792.096484023)"
"POINT (530702.751756078 184053.858912644)"
"POINT (530913.31932104 184328.876628262)"
